Flow_Duration,Protocol,Src_IP,Dst_IP,Total_Fwd_Packets,Total_Backward_Packets,Label
18718,TCP,8.2.124.3,1.41.74.5,10,10,Normal
19722,TCP,172.18.117.6,192.168.149.147,2,6,Normal
8578,TCP,172.17.200.226,66.36.97.243,15,14,Normal
37807,TCP,192.168.65.162,19.201.142.181,43,37,Attack
14324,TCP,192.168.212.32,172.28.209.71,10,10,Normal
9179,TCP,10.102.134.208,10.202.11.103,6,8,Normal
25747,UDP,10.219.159.164,10.24.137.162,7,2,Normal
20953,UDP,192.168.189.11,192.168.44.16,15,4,Normal
20607,TCP,192.168.28.176,172.25.6.4,13,4,Normal
20354,TCP,172.27.220.127,172.28.36.130,1,16,Normal
36243,UDP,10.58.205.57,192.168.180.184,20,1,Attack
12917,ICMP,172.26.48.73,192.168.43.62,1,4,Normal
11946,UDP,172.28.249.98,172.21.18.171,23,0,Attack
18887,TCP,172.30.225.95,172.22.73.20,9,9,Normal
43538,TCP,10.62.80.117,10.35.28.232,14,9,Normal
14105,TCP,10.190.183.150,172.29.36.97,3,7,Normal
31543,UDP,172.31.62.29,192.168.209.78,5,7,Normal
20158,TCP,240.174.172.195,192.168.96.114,9,7,Normal
37186,TCP,192.168.131.154,10.8.203.105,10,6,Normal
19924,TCP,10.9.92.160,192.168.244.116,19,14,Normal
12702,TCP,87.105.128.154,192.168.183.199,17,5,Normal
2778,TCP,172.23.214.190,10.69.232.49,13,13,Normal
20252,TCP,172.29.21.90,172.17.116.227,23,15,Attack
8953,TCP,172.18.92.245,163.191.152.125,7,4,Normal
16737,UDP,192.168.104.106,172.26.224.105,11,8,Normal
21097,TCP,192.168.214.61,192.168.1.5,10,9,Normal
24045,TCP,242.85.229.204,10.135.33.216,29,57,Attack
18936,UDP,192.168.204.205,192.168.102.235,6,4,Normal
7395,UDP,192.168.21.46,172.16.250.16,7,2,Normal
75216,TCP,192.168.156.26,192.168.93.115,44,47,Attack
68097,TCP,172.24.62.39,172.19.140.75,37,39,Attack
8915,TCP,61.17.58.35,192.168.88.41,2,6,Normal
9426,TCP,192.168.135.100,172.24.41.234,12,2,Normal
42622,TCP,172.20.58.64,192.168.238.182,45,26,Attack
35424,TCP,67.101.4.91,7.179.139.79,13,9,Normal
21688,TCP,64.104.163.113,172.31.222.226,11,0,Normal
44187,TCP,10.79.204.186,172.30.213.138,6,12,Normal
9954,TCP,172.26.250.212,10.126.65.127,5,6,Normal
8594,TCP,10.8.144.147,192.168.157.11,9,8,Normal
27535,UDP,172.18.155.183,10.222.133.75,10,6,Normal
11057,TCP,192.168.56.126,172.31.44.198,8,3,Normal
19643,TCP,172.18.221.22,172.16.140.95,26,10,Normal
10361,TCP,192.168.179.252,192.168.13.138,16,0,Normal
15818,UDP,192.168.176.198,192.168.145.193,6,5,Normal
37772,ICMP,192.168.64.164,172.26.25.93,6,7,Attack
54104,TCP,192.168.150.114,192.168.150.202,35,24,Attack
32152,TCP,192.168.58.151,10.174.231.68,11,10,Normal
15981,TCP,10.171.66.4,192.168.152.229,6,13,Normal
13553,TCP,10.82.27.127,172.31.218.151,9,9,Normal
43282,UDP,10.147.100.148,172.24.21.10,12,12,Normal
11685,TCP,192.168.140.229,172.25.11.135,14,3,Normal
26335,ICMP,194.8.94.173,10.166.78.98,7,10,Attack
26228,TCP,172.21.38.223,10.189.155.84,10,13,Normal
12400,TCP,10.58.225.34,10.189.56.246,15,7,Normal
28497,UDP,192.168.62.242,10.66.93.185,35,17,Attack
26534,TCP,91.199.185.43,10.13.9.69,11,9,Normal
5576,UDP,172.30.232.64,192.168.12.11,4,4,Normal
38154,TCP,10.83.69.175,192.168.53.2,23,57,Attack
18635,UDP,192.168.108.47,10.62.224.41,11,3,Normal
24137,TCP,192.168.21.189,10.126.213.84,20,15,Normal
36141,TCP,10.126.243.53,51.112.138.5,29,36,Attack
13880,UDP,192.168.213.189,192.168.102.177,5,8,Normal
14642,TCP,192.168.245.64,144.250.124.1,14,8,Normal
28923,TCP,10.58.113.37,10.102.147.93,20,29,Attack
33101,UDP,172.19.182.132,10.60.149.224,9,9,Normal
55784,TCP,10.128.192.246,13.238.143.14,50,41,Attack
3611,UDP,192.168.111.249,192.168.149.160,5,1,Normal
13689,TCP,10.116.161.144,86.5.215.48,3,8,Normal
25293,TCP,42.89.144.144,7.190.63.216,8,9,Normal
10137,TCP,138.249.11.38,172.28.125.238,15,12,Normal
38037,TCP,10.70.249.6,172.29.13.243,2,60,Attack
4096,ICMP,10.237.160.11,181.13.16.134,3,2,Normal
9112,TCP,10.225.133.34,172.20.190.44,11,8,Normal
39053,TCP,10.8.28.4,192.168.129.137,57,18,Attack
14617,TCP,172.31.203.18,192.168.198.66,13,16,Normal
22304,TCP,172.18.81.86,84.115.120.103,12,12,Normal
13521,TCP,172.28.67.246,172.16.135.115,5,13,Normal
19529,UDP,192.168.70.29,10.66.226.201,9,5,Normal
9427,UDP,172.22.139.75,10.204.16.225,10,3,Normal
10192,UDP,172.29.244.215,134.168.205.82,13,12,Normal
47361,TCP,194.130.223.55,10.105.17.187,9,14,Normal
11833,TCP,192.168.65.201,10.218.99.19,11,5,Normal
28851,TCP,192.168.56.185,215.153.110.32,18,8,Normal
14399,UDP,172.29.140.31,10.196.117.82,9,10,Normal
21829,TCP,10.142.150.23,172.30.211.225,14,10,Normal
20162,TCP,192.168.14.84,172.24.117.59,7,6,Normal
11389,TCP,255.184.21.119,192.168.78.235,11,8,Normal
13337,UDP,10.50.213.96,192.168.199.249,10,3,Normal
23241,UDP,172.22.213.191,92.32.138.153,5,5,Normal
27650,UDP,10.238.163.131,62.13.170.243,20,15,Attack
35310,TCP,172.30.39.128,192.168.197.153,11,6,Normal
14393,ICMP,192.168.78.244,134.130.237.43,3,3,Normal
15681,TCP,192.168.86.33,10.23.77.134,13,7,Normal
22731,TCP,84.207.253.36,168.219.0.205,2,16,Normal
30864,TCP,89.50.79.121,172.30.141.5,11,15,Normal
19975,TCP,10.55.32.217,66.34.87.69,19,13,Normal
38457,TCP,192.168.229.105,192.168.96.105,55,40,Attack
8457,TCP,10.69.45.125,172.27.32.107,10,5,Normal
19306,TCP,192.168.51.57,192.168.108.33,15,3,Normal
14680,TCP,125.98.37.131,10.76.0.128,10,7,Normal
9226,UDP,172.28.123.37,192.168.0.150,9,6,Normal
7605,TCP,10.187.154.147,192.168.170.238,8,8,Normal
21360,TCP,10.67.191.218,172.22.17.231,21,6,Normal
44708,TCP,172.30.18.20,172.26.166.255,11,12,Normal
25091,UDP,10.1.175.34,172.18.150.213,8,7,Normal
36623,TCP,172.26.31.71,192.168.167.78,17,15,Normal
37590,TCP,10.102.218.183,10.216.119.144,12,11,Normal
22697,TCP,172.27.116.152,10.177.159.98,13,6,Normal
14688,TCP,192.168.18.243,192.168.169.44,12,3,Normal
17320,TCP,10.138.4.252,19.160.210.199,13,1,Normal
13459,TCP,154.11.45.206,172.28.145.237,7,13,Normal
16549,TCP,172.23.134.214,10.96.89.5,14,9,Normal
21980,TCP,192.168.56.78,192.168.64.238,9,6,Normal
18327,TCP,192.168.208.183,10.201.133.159,9,12,Normal
12495,TCP,232.214.43.49,172.30.66.160,10,1,Normal
12320,TCP,22.53.189.49,192.168.18.239,6,6,Normal
20020,TCP,10.21.39.91,10.210.143.209,10,8,Normal
18810,TCP,10.85.148.146,192.168.34.189,6,12,Normal
27595,TCP,192.168.163.208,10.202.148.160,2,7,Normal
36027,TCP,242.57.238.214,10.188.58.25,15,12,Normal
22927,TCP,192.168.76.55,10.113.170.84,10,13,Normal
24296,TCP,172.16.248.151,192.168.50.241,13,10,Normal
38021,TCP,172.29.151.37,172.26.16.166,49,34,Attack
9454,TCP,172.28.232.41,172.29.252.139,61,26,Attack
13050,TCP,172.29.142.36,135.20.80.33,10,10,Normal
29115,TCP,192.168.168.150,172.26.210.189,12,17,Normal
26091,TCP,250.133.250.60,192.168.156.87,14,7,Normal
12095,UDP,32.215.45.18,192.168.218.75,3,9,Normal
29276,TCP,192.168.136.83,192.168.148.56,10,11,Normal
17061,TCP,127.121.94.232,10.248.141.6,11,13,Normal
16737,UDP,192.168.217.146,10.16.138.253,6,6,Normal
9079,TCP,192.168.225.11,172.30.163.130,9,21,Normal
24460,TCP,172.29.125.201,227.33.87.231,8,12,Normal
9152,TCP,192.168.155.193,192.168.73.164,25,14,Normal
10856,ICMP,115.37.42.203,192.168.8.9,2,2,Normal
10695,ICMP,172.20.119.223,192.168.67.139,2,3,Normal
28699,TCP,10.238.189.74,172.18.220.165,36,29,Attack
40549,UDP,172.18.205.210,216.19.156.78,5,5,Normal
13816,TCP,10.104.186.164,10.58.145.127,12,14,Normal
18835,TCP,192.168.96.107,10.23.247.182,13,14,Normal
21413,TCP,10.38.161.255,192.168.143.218,1,15,Normal
24780,TCP,41.111.118.22,10.222.182.170,5,13,Normal
14234,TCP,10.163.126.197,172.24.167.56,1,10,Normal
9904,UDP,172.29.189.240,210.70.163.195,11,3,Normal
28874,TCP,10.82.125.170,192.168.233.22,12,13,Normal
15147,TCP,172.31.213.180,156.57.91.2,15,3,Normal
46449,TCP,10.140.1.181,172.30.93.240,55,50,Attack
14741,TCP,143.92.3.187,192.168.244.56,17,5,Normal
17439,TCP,10.122.194.115,172.28.179.2,6,10,Normal
28477,ICMP,164.48.83.159,172.23.168.214,3,2,Normal
8711,TCP,192.168.115.183,39.146.108.26,8,9,Normal
17000,TCP,253.137.236.97,10.73.127.34,8,5,Normal
18080,TCP,192.168.174.236,172.26.237.108,13,9,Normal
17558,ICMP,10.122.194.2,172.27.60.235,3,1,Normal
10645,UDP,172.19.77.242,10.46.213.145,10,3,Normal
7985,TCP,192.168.224.252,192.168.105.142,9,5,Normal
22852,TCP,192.168.245.193,172.18.50.99,13,17,Normal
26236,TCP,10.113.81.166,172.24.9.252,13,9,Normal
13314,UDP,10.90.37.197,32.52.173.91,7,4,Normal
9908,UDP,172.29.136.156,192.168.141.84,11,6,Normal
17931,UDP,10.125.82.12,172.26.76.81,2,8,Normal
13439,TCP,192.168.154.165,172.18.41.10,7,7,Normal
19792,TCP,172.31.223.184,192.168.22.74,13,7,Normal
27904,TCP,172.30.173.160,192.168.184.87,22,9,Normal
32004,TCP,10.215.134.255,172.21.126.106,15,3,Normal
13875,TCP,130.222.118.120,10.120.180.20,9,9,Normal
22408,TCP,192.168.120.233,192.168.203.140,16,5,Normal
38748,TCP,56.189.28.55,172.17.16.141,17,10,Normal
33985,UDP,192.168.42.242,116.142.44.131,9,4,Normal
23311,UDP,129.54.87.158,172.20.169.237,4,0,Normal
8080,UDP,10.168.29.79,192.168.79.133,8,7,Normal
10373,UDP,10.104.21.242,10.95.217.6,6,2,Normal
14186,UDP,76.90.78.71,10.251.231.189,6,6,Normal
66225,TCP,192.168.44.184,78.128.121.66,42,38,Attack
16134,TCP,10.185.185.113,172.29.145.130,4,8,Normal
36222,TCP,10.209.9.6,172.20.99.248,38,37,Attack
15866,TCP,22.50.51.176,10.51.68.51,9,12,Normal
64340,TCP,225.122.90.109,115.189.70.245,7,10,Normal
14460,UDP,10.34.234.164,192.168.241.225,7,5,Normal
21179,UDP,192.168.139.30,172.17.26.130,15,5,Normal
9684,UDP,10.69.80.123,1.68.73.242,6,2,Normal
7255,ICMP,192.168.43.34,10.192.75.167,4,1,Normal
10844,UDP,10.105.122.249,18.54.108.140,7,3,Normal
12561,TCP,172.17.131.185,10.231.240.99,13,13,Normal
14357,UDP,172.16.142.89,10.46.248.111,12,5,Normal
14428,UDP,192.168.44.76,194.111.204.79,6,4,Normal
17042,UDP,192.168.29.154,172.30.139.199,8,6,Normal
14236,TCP,172.25.102.133,172.31.51.238,14,6,Normal
24771,TCP,172.21.214.156,10.59.3.169,12,5,Normal
11521,UDP,10.198.248.122,172.16.40.233,7,9,Normal
19645,TCP,127.99.54.83,192.168.44.87,10,6,Normal
19260,TCP,168.217.157.18,10.132.87.91,13,13,Normal
21638,TCP,185.71.160.132,172.19.61.18,8,4,Normal
33602,TCP,172.17.122.82,172.22.87.140,8,8,Normal
30467,TCP,172.29.13.203,10.13.115.93,19,4,Normal
12082,ICMP,172.30.201.220,24.16.203.115,1,2,Normal
20118,UDP,10.50.227.181,172.25.225.9,5,3,Normal
12742,UDP,172.29.143.63,192.168.6.222,10,6,Normal
25070,TCP,1.41.152.67,10.67.185.245,16,12,Normal
12280,TCP,10.40.172.86,10.164.53.15,6,3,Normal
28103,TCP,165.121.147.119,172.23.209.91,17,9,Normal
30370,TCP,192.168.153.175,192.168.145.139,26,13,Normal
28955,TCP,172.27.244.217,192.168.229.107,18,6,Normal
11589,UDP,172.31.255.235,10.109.52.52,7,7,Normal
20077,ICMP,192.168.175.113,172.28.125.177,2,2,Normal
24136,TCP,172.20.32.186,10.27.228.209,13,7,Normal
14864,TCP,10.152.157.23,10.83.174.8,7,9,Normal
42780,TCP,172.27.135.69,192.168.167.83,10,6,Normal
11100,TCP,172.18.202.158,172.16.17.255,11,4,Normal
26803,TCP,211.3.250.179,10.144.124.137,15,12,Normal
14292,TCP,10.12.19.164,172.26.250.135,15,6,Normal
16805,TCP,235.133.78.114,172.27.185.243,7,15,Normal
47539,TCP,192.168.61.21,172.25.50.72,36,36,Attack
6569,UDP,192.168.86.80,192.168.202.98,4,5,Normal
39735,TCP,192.168.133.187,172.19.69.203,59,31,Attack
16298,TCP,172.22.147.156,10.202.32.22,10,12,Normal
18388,TCP,172.28.143.239,192.168.69.3,13,18,Normal
26949,TCP,10.26.224.83,10.7.55.113,12,12,Normal
29249,TCP,192.168.161.101,10.137.243.149,11,6,Normal
13226,UDP,172.30.19.19,192.168.181.79,9,2,Normal
23977,UDP,32.124.105.94,21.95.238.94,11,2,Normal
15452,TCP,135.132.105.25,106.124.196.243,7,6,Normal
11875,TCP,172.24.244.84,10.181.51.199,14,5,Normal
33808,TCP,192.168.196.199,192.168.235.224,14,7,Normal
15628,TCP,10.73.12.60,10.176.152.129,11,7,Normal
37017,TCP,6.26.163.90,172.31.250.152,23,3,Normal
32347,UDP,228.56.226.88,10.153.29.168,9,5,Normal
19682,TCP,192.168.252.197,192.168.226.88,8,11,Normal
20594,TCP,192.168.167.54,172.26.150.227,7,5,Normal
32541,TCP,172.29.122.151,192.168.174.104,6,10,Normal
6155,TCP,10.149.231.36,172.20.152.199,9,6,Normal
16669,UDP,215.141.103.140,197.136.187.131,9,8,Normal
18559,TCP,10.230.208.98,172.22.32.68,5,11,Normal
27733,TCP,10.113.21.102,172.25.153.35,14,15,Normal
27630,TCP,172.18.196.107,192.168.31.143,10,16,Normal
14391,UDP,172.21.205.57,172.25.240.42,9,1,Normal
18265,TCP,10.6.113.40,192.168.147.2,13,9,Normal
34055,TCP,10.188.194.98,192.168.85.137,16,14,Normal
24502,TCP,10.220.63.244,172.28.11.253,7,13,Normal
7204,TCP,12.87.163.111,10.142.13.201,11,7,Normal
26108,UDP,10.100.222.199,105.224.43.242,12,4,Normal
24926,TCP,172.17.206.29,10.191.190.148,12,9,Normal
24942,TCP,10.248.55.19,10.90.111.130,14,15,Normal
8112,TCP,192.168.39.17,10.110.86.107,19,13,Normal
22139,TCP,10.38.228.225,10.35.132.163,3,15,Normal
15635,TCP,192.168.171.163,189.111.135.30,14,14,Normal
24696,UDP,172.19.123.218,192.168.188.176,7,5,Normal
24416,TCP,135.63.130.193,10.216.205.125,16,18,Normal
12222,TCP,10.53.139.135,243.107.177.94,12,5,Normal
14781,TCP,192.168.18.240,22.202.51.247,14,9,Normal
11652,UDP,172.20.63.97,112.173.87.101,4,5,Normal
22196,TCP,165.126.148.197,172.17.99.31,14,14,Normal
24178,TCP,10.102.186.148,10.142.98.25,9,8,Normal
14120,TCP,192.168.66.93,10.159.0.235,11,17,Normal
24206,TCP,192.168.71.173,65.99.173.123,18,12,Normal
20596,ICMP,10.189.59.196,172.27.200.175,3,1,Normal
6903,TCP,10.21.239.184,192.168.160.183,15,6,Normal
20606,TCP,10.207.213.194,10.52.242.128,14,1,Normal
13094,TCP,98.212.76.169,204.247.229.193,13,6,Attack
32700,TCP,172.22.138.97,10.183.215.13,21,9,Normal
12342,TCP,172.26.22.244,46.82.205.215,5,19,Normal
11659,TCP,18.204.54.71,10.143.237.33,8,12,Normal
14674,TCP,172.22.168.104,152.28.142.106,8,13,Normal
16752,UDP,192.168.7.64,10.248.116.48,7,4,Normal
10919,UDP,172.23.155.245,10.5.190.135,3,4,Normal
10169,TCP,172.26.137.240,172.17.29.214,7,2,Normal
19074,ICMP,172.25.37.241,172.23.57.200,3,3,Normal
5201,ICMP,228.117.126.117,10.148.85.114,2,0,Normal
27893,TCP,172.17.20.249,172.21.230.140,13,10,Normal
13466,TCP,192.168.147.99,210.210.145.233,7,9,Normal
24198,TCP,112.122.22.66,192.168.176.31,1,10,Normal
26612,TCP,172.30.241.48,67.130.250.186,37,45,Attack
61638,TCP,192.168.122.161,81.100.181.159,44,31,Attack
14884,TCP,10.50.130.118,192.168.27.237,21,6,Normal
8594,ICMP,172.18.254.104,192.168.164.53,1,2,Normal
22111,TCP,10.72.135.121,172.18.141.0,17,14,Normal
14505,UDP,10.121.160.197,172.30.250.75,18,10,Attack
30478,TCP,192.168.86.150,172.16.177.105,6,6,Normal
10619,TCP,10.37.99.202,172.23.232.249,4,8,Normal
21373,UDP,192.168.239.79,172.23.34.71,13,4,Normal
12054,TCP,180.247.68.161,192.168.203.25,12,12,Normal
36270,TCP,172.31.100.22,109.6.220.131,10,8,Normal
28227,TCP,192.168.132.173,215.64.42.219,18,10,Normal
22538,TCP,10.138.92.187,192.168.171.58,17,19,Normal
16632,TCP,10.78.241.53,10.205.157.133,7,9,Normal
14383,TCP,172.18.236.208,213.127.72.52,11,8,Normal
27971,TCP,10.228.59.101,10.70.40.146,9,15,Normal
27335,TCP,189.203.146.95,185.194.211.152,12,19,Normal
11977,TCP,192.168.197.207,192.168.42.175,10,16,Normal
22563,TCP,172.25.94.224,10.152.92.190,20,9,Normal
10603,TCP,172.17.103.50,172.20.179.182,14,13,Normal
32311,TCP,172.29.140.110,10.40.149.45,9,16,Normal
22067,TCP,192.168.122.35,172.30.129.232,8,7,Normal
8712,UDP,150.253.79.48,172.17.94.27,6,6,Normal
13164,TCP,192.168.251.128,105.31.129.115,13,7,Normal
18818,TCP,43.221.62.5,10.17.143.232,11,5,Normal
15799,TCP,10.70.221.185,192.168.50.52,17,12,Normal
3417,ICMP,10.117.129.158,172.20.180.234,2,1,Normal
10109,TCP,172.29.59.222,91.49.86.209,8,6,Normal
23224,TCP,10.248.129.29,13.239.202.104,6,6,Normal
26852,TCP,192.168.154.185,192.168.92.223,16,14,Normal
18842,TCP,192.168.48.171,55.76.36.80,5,12,Normal
12820,TCP,172.27.136.183,172.17.191.230,6,13,Normal
16261,TCP,172.23.190.136,192.168.235.120,12,7,Normal
16551,TCP,10.112.82.209,18.127.90.136,14,15,Normal
17778,TCP,192.168.36.6,172.30.232.172,3,14,Normal
8294,TCP,10.222.113.80,10.106.54.156,8,15,Normal
11081,UDP,204.159.170.94,10.119.199.149,10,3,Normal
16729,TCP,10.77.1.190,70.219.137.14,9,11,Normal
10716,UDP,172.20.25.62,10.187.51.52,11,7,Normal
19986,UDP,192.168.73.108,10.49.12.103,9,4,Normal
12022,UDP,192.168.37.225,10.118.26.195,8,5,Normal
54455,UDP,192.168.19.216,172.27.75.174,7,17,Attack
27971,TCP,187.92.67.47,192.168.226.39,10,15,Normal
33309,TCP,172.18.97.217,192.168.145.86,17,10,Normal
33070,TCP,10.208.178.128,192.168.172.136,17,12,Normal
13434,TCP,69.213.71.189,137.113.145.199,11,4,Normal
17551,TCP,172.18.250.176,192.168.92.16,11,8,Normal
17016,TCP,10.115.239.186,172.22.159.187,11,9,Normal
17524,TCP,172.22.142.253,10.170.99.196,17,14,Normal
22675,UDP,10.162.4.49,121.47.70.122,6,2,Normal
18385,TCP,172.29.135.244,10.45.246.135,7,14,Normal
17080,TCP,10.26.218.246,192.168.30.253,16,5,Normal
9852,TCP,177.85.77.205,172.30.249.129,4,7,Normal
40298,TCP,172.28.255.92,10.17.110.148,20,11,Normal
13334,UDP,192.168.208.156,172.19.184.126,7,5,Normal
17476,TCP,172.21.161.37,172.17.124.221,2,8,Normal
16720,TCP,172.23.173.218,10.101.195.65,17,8,Normal
31275,TCP,10.103.2.209,172.28.0.116,36,33,Attack
11317,TCP,172.24.21.228,172.21.160.66,6,11,Normal
13385,TCP,70.69.186.149,172.18.112.173,8,8,Normal
7169,ICMP,172.26.129.37,192.168.44.217,2,1,Normal
39306,TCP,192.168.48.171,10.67.238.134,12,9,Normal
37345,TCP,2.216.132.105,172.29.178.88,11,10,Normal
16065,TCP,243.246.60.136,31.29.249.114,7,1,Normal
22229,TCP,192.168.244.206,192.168.215.94,11,7,Normal
7431,ICMP,139.51.129.205,172.29.195.179,3,1,Normal
18400,UDP,106.179.134.157,10.165.86.16,1,5,Normal
26527,TCP,26.63.34.242,10.171.110.191,17,11,Normal
19816,TCP,192.168.8.68,172.19.223.139,5,7,Normal
9892,TCP,192.168.11.168,10.88.225.26,9,9,Normal
40493,TCP,28.166.227.143,172.25.156.254,30,8,Attack
19335,TCP,172.30.206.54,172.30.175.93,11,15,Normal
11430,UDP,10.6.127.206,192.168.186.206,5,3,Normal
19944,TCP,123.102.171.208,172.27.49.209,18,17,Normal
12029,TCP,192.168.201.237,192.168.106.84,10,10,Normal
16088,UDP,10.133.66.1,172.26.104.84,8,8,Normal
15960,UDP,243.151.23.45,10.140.125.169,4,5,Normal
20162,TCP,126.223.151.50,11.52.240.28,6,11,Normal
14395,TCP,10.168.76.152,192.168.182.195,19,11,Normal
11899,TCP,62.64.119.81,172.18.219.112,7,13,Normal
15992,UDP,192.168.95.194,192.168.84.66,6,7,Normal
9604,TCP,120.219.92.32,80.179.73.17,8,4,Normal
30189,TCP,10.239.233.205,10.70.173.184,8,0,Normal
15783,TCP,10.19.11.189,172.20.250.239,6,18,Normal
23626,TCP,10.103.156.2,10.61.198.97,1,3,Normal
27667,TCP,192.168.82.39,10.2.177.17,20,6,Normal
20204,UDP,214.17.49.48,253.164.190.207,6,5,Normal
14819,TCP,146.89.102.176,192.168.197.203,4,14,Normal
27553,TCP,172.22.159.157,192.168.113.61,11,7,Normal
12479,ICMP,10.110.44.87,15.187.172.169,4,0,Normal
13376,TCP,192.168.0.37,192.168.116.19,12,5,Normal
21404,TCP,10.190.251.107,237.70.196.227,5,18,Normal
16720,TCP,172.24.73.191,10.40.224.64,12,13,Normal
22841,TCP,172.24.109.201,192.168.182.24,31,17,Attack
9968,TCP,10.205.196.238,107.142.240.114,1,8,Normal
19310,TCP,217.238.17.8,34.129.92.77,4,10,Normal
22631,TCP,10.251.234.183,192.168.238.99,5,11,Normal
53328,TCP,212.188.202.15,192.168.225.205,72,63,Attack
11774,TCP,172.23.227.83,192.168.126.248,13,9,Normal
6820,UDP,172.31.221.248,172.19.77.223,5,4,Normal
16765,TCP,172.18.164.64,192.168.114.32,7,15,Normal
9991,UDP,172.237.93.69,172.24.171.25,6,11,Normal
32608,TCP,192.168.113.31,172.26.115.5,7,9,Normal
12643,TCP,10.193.22.117,192.168.142.124,5,12,Normal
39745,TCP,192.168.97.121,10.134.33.166,11,9,Normal
18748,TCP,10.172.64.119,10.78.60.57,10,12,Normal
21622,TCP,192.168.89.57,172.21.117.86,15,13,Normal
13470,TCP,172.26.116.92,10.54.164.239,7,11,Normal
14694,TCP,172.29.90.22,172.30.43.29,9,15,Normal
15921,TCP,10.40.106.135,172.31.202.224,13,11,Normal
44276,TCP,172.25.128.152,10.221.58.206,35,20,Attack
11621,TCP,192.168.88.84,172.18.158.32,12,14,Normal
10481,TCP,192.168.6.13,34.14.67.160,8,15,Normal
20657,TCP,192.168.104.20,172.28.34.97,14,1,Normal
9634,TCP,172.17.98.139,68.229.42.35,7,19,Normal
11091,TCP,172.25.42.42,10.83.248.119,11,6,Normal
35993,TCP,10.52.7.228,172.21.139.184,7,9,Normal
11086,TCP,10.43.234.8,192.168.11.112,16,8,Normal
22732,TCP,172.16.152.171,192.168.220.157,8,0,Normal
16452,TCP,192.168.75.155,172.26.69.219,7,7,Normal
5544,UDP,10.26.34.254,192.168.159.88,9,6,Normal
7117,TCP,172.24.151.23,192.168.220.53,18,5,Normal
25751,UDP,192.168.227.63,10.30.20.74,21,15,Attack
40324,TCP,192.168.27.79,10.140.238.112,7,13,Normal
27087,TCP,192.168.114.91,192.168.153.247,20,10,Normal
36688,TCP,192.168.58.17,192.168.250.56,9,15,Normal
36978,TCP,192.168.163.38,211.125.64.8,14,5,Normal
22523,TCP,10.91.191.51,93.47.252.39,11,8,Normal
21571,UDP,69.128.169.183,10.185.94.84,5,4,Normal
17242,TCP,172.18.74.226,172.28.167.104,8,13,Normal
25741,TCP,10.62.61.54,192.168.137.91,10,10,Normal
31902,TCP,82.68.183.65,192.168.198.137,16,8,Normal
11798,TCP,192.168.16.4,192.168.238.241,6,13,Normal
29307,UDP,106.164.97.253,114.15.105.79,16,25,Attack
31598,TCP,10.222.59.151,192.168.187.144,16,12,Normal
20343,TCP,192.168.53.175,192.168.212.69,13,14,Normal
15792,UDP,192.168.35.46,192.168.207.212,8,0,Normal
12042,ICMP,127.230.205.134,172.26.51.170,2,2,Normal
43454,TCP,192.168.84.216,192.168.145.58,7,20,Normal
26373,TCP,172.17.216.248,10.30.239.222,11,12,Normal
12784,UDP,192.168.18.129,192.168.90.238,11,7,Normal
24713,TCP,192.168.109.248,172.26.76.125,11,11,Normal
8721,TCP,192.168.131.185,10.185.207.106,11,9,Normal
30583,TCP,10.131.227.33,196.253.25.106,6,8,Normal
17632,UDP,192.168.247.201,118.33.133.169,4,5,Normal
11162,UDP,172.29.162.5,172.21.185.221,6,7,Normal
18148,TCP,192.168.235.3,192.168.50.75,4,6,Normal
24356,TCP,53.60.182.176,231.128.129.223,7,9,Normal
30051,TCP,172.23.93.190,172.19.66.72,10,14,Normal
24303,TCP,61.84.239.55,172.20.177.35,12,10,Normal
5141,UDP,34.209.68.15,10.253.201.193,4,5,Normal
17555,TCP,172.16.174.46,192.168.186.244,5,11,Normal
22250,TCP,54.38.98.156,172.16.34.241,15,3,Normal
35512,UDP,192.168.144.175,233.57.200.143,20,14,Attack
31530,TCP,236.119.80.67,18.59.194.132,17,6,Normal
14242,UDP,93.5.164.82,172.16.169.173,5,6,Normal
21565,TCP,10.133.73.27,192.168.50.162,9,8,Normal
20203,UDP,193.8.77.107,29.74.132.117,6,7,Normal
26696,TCP,172.23.95.140,192.168.98.3,17,9,Normal
19675,TCP,10.122.94.184,192.168.21.128,10,12,Normal
24296,TCP,192.168.4.192,110.79.220.58,12,10,Normal
37115,TCP,10.163.198.165,10.101.221.4,17,5,Normal
18215,TCP,172.30.83.143,10.123.231.95,10,6,Normal
15873,TCP,192.168.13.35,192.168.44.16,9,4,Normal
15508,TCP,172.24.135.78,172.21.215.218,10,11,Normal
26594,UDP,10.246.45.57,10.191.75.50,1,13,Attack
19435,TCP,10.69.41.83,231.191.130.106,11,8,Normal
15617,TCP,168.183.159.197,192.168.215.37,3,13,Normal
18393,UDP,192.168.203.59,171.91.186.131,11,8,Normal
10621,TCP,10.45.67.223,205.77.77.212,9,10,Normal
23328,UDP,10.20.228.147,247.94.102.173,5,3,Normal
25023,TCP,192.168.101.163,10.65.61.17,6,10,Normal
14179,TCP,172.22.104.97,192.168.80.59,16,15,Normal
12555,TCP,10.35.47.138,192.168.180.131,11,7,Normal
19855,UDP,192.168.237.25,54.63.7.168,7,8,Normal
23194,TCP,10.150.189.222,10.143.148.252,19,14,Normal
42590,TCP,172.23.211.184,172.31.120.159,17,15,Normal
29280,ICMP,172.27.107.238,172.30.159.131,3,2,Normal
